category,cluster,keyword,Sacramento,San Diego,San Jose,Huntington Beach,Orange County,Livermore,San Francisco,Fremont,Los Angeles,Folsom,Roseville,San Mateo,Sunnyvale,Santa Monica,Chula Vista,Carlsbad,Thousand Oaks
floristry,wedding,wedding flowers,90,170,140,20,320,10,170,30,480,10,20,10,20,10,20,10,10
floristry,occasion,anniversary flowers,20,30,30,10,70,10,20,10,90,10,10,10,10,10,10,10,10
floristry,occasion,apology flowers,10,10,20,10,20,10,10,10,30,10,10,10,10,10,10,10,10
floristry,wedding,bridal bouquets,70,140,90,10,260,10,140,30,390,10,10,10,20,10,20,10,10
floristry,occasion,congratulations flowers,10,20,20,10,30,10,10,10,50,10,10,10,10,10,10,10,10
floristry,corporate,corporate flowers,10,10,10,10,10,0,10,10,10,0,10,10,10,10,0,0,0
floristry,custom,custom bouquets,10,20,20,10,30,10,10,10,50,10,10,10,10,10,10,10,10
floristry,event,event flower arrangements,10,10,10,10,20,10,10,10,40,10,10,10,10,10,10,10,10
floristry,wedding,flowers for newlyweds,10,10,10,0,10,0,10,10,10,0,10,10,0,0,0,0,0
floristry,occasion,get well flowers,10,20,10,10,30,10,10,10,50,10,10,10,10,10,10,10,10
floristry,occasion,housewarming flowers,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
floristry,occasion,just because flowers,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10
floristry,luxury,luxury bouquets,10,20,10,10,30,10,10,10,70,10,10,10,10,10,10,10,10
floristry,occasion,new baby flowers,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10
floristry,occasion,romantic flowers,10,10,20,10,30,10,10,10,50,10,10,10,10,10,10,10,10
floristry,occasion,thank you flowers,10,30,30,10,70,10,20,10,90,10,10,10,10,10,10,10,10
floristry,wedding,bridal bouquet,70,140,90,10,260,10,140,30,390,10,10,10,20,10,20,10,10
floristry,event,event flowers,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,0,10
floristry,event,floral centerpieces,10,20,50,10,70,10,20,20,90,10,10,10,10,10,10,10,10
floristry,core,florist,880,1600,1900,170,2900,70,2900,260,5400,110,170,210,260,320,110,170,140
floristry,event,flower centerpieces,10,20,10,10,50,10,10,10,90,10,10,10,10,10,10,10,10
floristry,core,flower shop,720,1900,1000,170,3600,50,2400,320,6600,70,110,140,260,210,210,170,90
floristry,core,local florist,10,20,10,10,40,10,10,10,50,10,10,10,10,10,10,10,10
floristry,custom,personalized bouquets,10,20,20,10,30,10,10,10,50,10,10,10,10,10,10,10,10
floristry,roses,rose bouquet,170,260,170,20,480,10,210,50,880,10,20,10,20,10,40,10,10
floristry,roses,roses,2900,4400,2900,390,8100,170,2900,880,14800,260,480,320,390,260,590,170,320
floristry,delivery,send flowers,110,320,140,30,390,10,210,30,590,20,30,20,20,30,30,20,20
floristry,event,table flower arrangements,10,10,10,10,30,10,10,20,40,10,10,10,10,10,10,10,10
floristry,wedding,wedding gift flowers,10,10,10,10,10,0,10,10,10,10,0,0,10,10,0,0,0
water_heater,cost,hot water heater replacement cost,10,20,10,10,20,10,10,10,30,10,10,10,10,10,10,10,10
water_heater,tankless,tankless water heater installation gas,10,30,20,10,50,10,10,10,70,10,10,10,10,10,10,10,10
water_heater,installation,tank water heater install,10,10,10,10,20,10,10,10,40,10,10,20,20,10,10,10,10
water_heater,tankless,tankless electric water heater installation,10,30,10,10,30,10,10,10,50,10,10,10,10,10,10,10,10
water_heater,tankless,tankless water heater replacement cost,90,210,110,20,390,10,90,30,480,10,20,10,10,10,20,10,20
water_heater,tankless,replace tankless water heater,10,20,10,10,30,10,10,10,40,10,10,10,10,10,10,10,10
water_heater,cost,hot water heater installation cost,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
water_heater,electric,electric water heater replacement cost,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
water_heater,tankless,propane tankless water heater installation,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,0
water_heater,tankless,tankless water heater installation services,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10
water_heater,electric,electric hot water heater installation cost,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10
water_heater,gas,gas hot water heater installation,10,10,10,10,10,0,10,10,10,10,0,10,10,0,0,0,0
water_heater,electric,electric hot water heater installation,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0
water_heater,tankless,natural gas tankless water heater installation,10,10,10,0,10,10,10,0,10,0,10,0,10,0,10,10,10
water_heater,tankless,gas tankless hot water heater installation,10,10,10,0,10,0,10,0,10,0,0,0,0,0,10,10,0
water_heater,electric,hot water heater installation electric,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0
water_heater,tankless,cost to install electric tankless hot water heater,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
painting_interior,service,interior door painting services,10,10,10,10,10,10,10,0,10,0,0,0,0,0,10,0,10
painting_interior,provider,house interior painting contractors,10,10,10,0,10,10,10,10,10,0,0,0,0,10,0,10,10
painting_interior,provider,interior home painting company,0,10,10,0,10,10,10,0,10,0,0,0,0,0,10,0,10
painting_interior,provider,interior house painting companies,0,10,10,0,10,10,10,0,10,0,0,0,0,0,10,0,10
painting_interior,cost,interior house painting estimates,10,10,10,0,10,0,10,10,10,10,0,10,10,0,0,0,0
painting_interior,service,cheap interior painters,0,10,10,10,10,0,10,10,10,0,0,0,0,0,0,0,10
painting_interior,provider,interior home painting contractors,10,0,10,0,10,0,10,0,10,0,10,10,0,0,0,10,0
painting_interior,cost,interior home painting estimate,0,10,10,0,10,0,10,0,10,0,0,0,10,0,10,0,0
painting_interior,service,home interior painting services,10,10,10,0,10,0,0,0,10,0,0,0,0,0,0,0,10
painting_interior,cost,interior painters quotes,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
painting_interior,service,residential house interior painting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
painting_exterior,service,painting services,20,30,70,10,70,10,50,10,210,10,90,10,10,10,10,10,10
painting_exterior,service,local painting services,10,0,0,0,10,0,10,10,10,0,0,0,0,0,0,0,0
painting_exterior,residential,professional house painter,10,10,20,10,20,10,10,10,20,10,10,10,10,10,10,10,10
painting_exterior,provider,house painting contractors,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10
painting_exterior,provider,professional painting contractors,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10
painting_exterior,provider,local painting contractors,10,10,10,10,10,10,10,10,20,0,10,10,0,10,10,10,10
painting_exterior,provider,house exterior painting contractor,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
painting_exterior,service,exterior painting professional,10,10,10,10,10,10,10,0,10,10,10,0,0,0,10,10,10
painting_exterior,provider,professional house painting contractor,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10
painting_exterior,provider,professional house painting contractors,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10
painting_exterior,residential,professional exterior house painters,10,0,0,0,10,0,10,0,10,0,10,0,10,0,0,10,0
painting_exterior,residential,professional home painters,10,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
painting_exterior,residential,professional residential painters,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
floristry,occasion,valentines flowers,720,1300,720,90,1900,40,880,210,3600,70,90,70,140,90,110,50,90
floristry,arrangements,flower bouquet,480,720,480,50,1300,30,480,170,2400,40,50,50,90,30,110,30,40
floristry,sympathy,funeral flowers,210,320,260,40,720,10,260,70,1000,20,30,20,30,20,50,10,20
floristry,sympathy,funeral flower arrangements,140,170,140,20,390,10,110,30,720,10,20,10,10,10,40,10,10
floristry,arrangements,flower bouquet near me,90,140,110,10,260,10,140,50,320,10,10,10,20,10,20,10,10
floristry,delivery,flower delivery service,40,110,50,10,170,10,110,10,320,10,10,10,10,10,10,10,10
floristry,wedding_event,boutonniere wedding,50,110,70,10,170,10,90,20,260,10,10,10,10,10,10,10,10
floristry,delivery,flower delivery services online,30,90,40,10,140,10,70,10,210,10,10,10,10,10,10,10,10
floristry,delivery,online flower delivery,20,70,40,10,90,10,50,10,140,10,10,10,10,10,10,10,10
floristry,delivery,cheap flower delivery,30,70,40,10,90,10,50,10,170,10,10,10,10,10,10,10,10
floristry,core,same day flowers,20,70,40,10,90,10,40,10,170,10,10,10,10,10,10,10,10
floristry,delivery,deliver flowers,880,2400,1000,210,3600,90,1600,260,5400,140,210,140,170,210,210,170,170
floristry,delivery,send flowers online,20,50,40,10,70,10,40,10,90,10,10,10,10,10,10,10,10
floristry,sympathy,funeral flowers delivery,20,40,30,10,90,10,40,10,140,10,10,10,10,10,10,10,10
floristry,wedding_event,corsage flower,30,50,30,10,90,10,40,10,110,10,10,10,10,10,10,10,10
floristry,occasion,mother's day flower delivery,20,70,30,10,70,10,50,10,140,10,10,10,10,10,10,10,10
floristry,delivery,best flower delivery,10,50,30,10,70,10,40,10,110,10,10,10,10,10,10,10,10
floristry,delivery,flower bouquet delivery,20,40,30,10,70,10,40,10,140,10,10,10,10,10,10,10,10
floristry,wedding_event,wedding flower bouquets,20,50,30,10,90,10,30,10,140,10,10,10,10,10,10,10,10
floristry,delivery,flower delivery today,10,30,10,10,70,10,20,10,90,10,10,10,10,10,10,10,10
floristry,delivery,local flower delivery,10,20,10,10,40,10,10,10,50,10,10,10,10,10,10,10,10
floristry,delivery,fresh flower delivery,20,40,20,10,70,10,20,10,110,10,10,10,10,10,10,10,10
floristry,sympathy,sympathy flowers delivery,10,30,30,10,50,10,20,10,70,10,10,10,10,10,10,10,10
floristry,delivery,best online flower delivery,10,20,10,10,40,10,10,10,50,10,10,10,10,10,10,10,10
floristry,occasion,valentines flower bouquet,20,30,20,10,50,10,20,10,110,10,10,10,10,10,10,10,10
floristry,occasion,mother's day flowers delivery,20,70,30,10,70,10,50,10,140,10,10,10,10,10,10,10,10
floristry,arrangements,fresh flower bouquet,10,20,20,10,40,10,10,10,70,10,10,10,10,10,10,10,10
floristry,wedding_event,rose bridal bouquet,10,20,20,10,40,10,20,10,70,10,10,10,10,10,10,10,10
floristry,delivery,flower delivery same day,260,590,320,70,880,30,390,70,1600,30,50,30,50,50,50,40,50
floristry,delivery,best flower delivery services,10,20,10,10,40,10,20,10,50,10,10,10,10,10,10,10,10
floristry,arrangements,custom flower bouquet,10,20,20,10,30,10,10,10,50,10,10,10,10,10,10,10,10
floristry,sympathy,sympathy flower arrangements,10,10,10,10,30,10,10,10,40,10,10,10,10,10,10,10,10
floristry,core,florist flowers,10,10,10,10,20,10,10,10,40,10,10,10,10,10,10,10,10
floristry,wedding_event,bridal bouquet fresh flowers,10,20,10,10,20,10,10,10,30,10,10,10,10,10,10,10,10
floristry,wedding_event,wedding flowers delivery,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10
floristry,delivery,same day flower delivery service,10,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10
floristry,delivery,same day flower delivery services,10,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10
floristry,delivery,cheap same day flower delivery,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10
floristry,wedding_event,bridal bouquet flowers,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
floristry,wedding_event,wedding bridal bouquet,10,10,10,10,10,0,10,10,10,0,10,0,10,0,10,10,10
floristry,delivery,best same day flower delivery,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10
floristry,sympathy,sympathy flowers same day delivery,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10
floristry,sympathy,funeral flowers same day delivery,10,10,10,10,10,0,10,0,10,0,0,0,0,10,0,10,0
floristry,delivery,flower bouquet delivery same day,10,10,10,10,10,10,10,10,10,0,0,0,10,10,10,10,0
floristry,delivery,same day delivery flower bouquet,10,10,10,10,10,10,10,10,10,0,0,0,10,10,10,10,0
floristry,delivery,local flower delivery same day,10,10,10,10,10,0,10,10,10,10,10,0,0,0,0,10,10
floristry,delivery,florist flower delivery,10,10,10,10,10,0,10,10,10,0,10,0,10,10,0,0,0
floristry,delivery,online flower bouquet delivery,10,10,10,0,10,10,10,10,10,10,10,0,10,0,0,10,10
floristry,delivery,send flowers online same day,10,10,10,10,10,0,10,0,10,10,0,10,0,0,0,0,0
floristry,delivery,flower bouquet same day delivery,10,10,10,0,10,0,10,10,10,10,0,10,0,0,10,0,10
