market,category,cluster,keyword,search_volume,cpc,competition,competition_index,low_top_of_page_bid,high_top_of_page_bid
San Jose,water_heater,installation,professional water heater installation,10,0,LOW,0,,
San Jose,water_heater,installation,residential water heater installation,10,0,LOW,0,,
San Jose,water_heater,installation,home water heater installation,0,0,,,,
San Jose,water_heater,installation,hot water heater installation,10,82.76,HIGH,100,,
San Jose,water_heater,installation,hot water heater installer,10,82.76,HIGH,100,,
San Jose,water_heater,cost,water heater replacement cost,210,20.39,HIGH,82,4.75,30.75
San Jose,water_heater,cost,cost to replace water heater,210,20.39,HIGH,82,4.75,30.75
San Jose,water_heater,cost,how much to replace water heater,20,7.56,MEDIUM,49,2.27,10.37
San Jose,water_heater,cost,water heater installation cost,40,7.24,MEDIUM,45,4.1,20.46
San Jose,water_heater,cost,cost to install water heater,40,7.24,MEDIUM,45,4.1,20.46
San Jose,water_heater,cost,water heater replacement estimate,10,0,,,,
San Jose,water_heater,cost,water heater installation estimate,10,0,HIGH,79,,
San Jose,water_heater,cost,water heater replacement quote,10,0,,,,
San Jose,water_heater,cost,water heater installation quote,10,0,,,,
San Jose,water_heater,cost,water heater replacement price,10,0,,,,
San Jose,water_heater,cost,water heater installation price,10,0,HIGH,79,,
San Jose,water_heater,same_day,same day water heater replacement,10,0,,,,
San Jose,water_heater,same_day,same day water heater installation,10,0,HIGH,86,,
San Jose,water_heater,same_day,same day water heater installer,0,0,,,,
San Jose,water_heater,same_day,emergency water heater replacement,10,0,,,,
San Jose,water_heater,same_day,emergency water heater installation,0,0,,,,
San Jose,water_heater,same_day,urgent water heater replacement,0,0,,,,
San Jose,water_heater,same_day,24 hour water heater replacement,0,0,,,,
San Jose,water_heater,same_day,water heater replacement today,0,0,,,,
San Jose,water_heater,tank,tank water heater replacement,10,14.19,HIGH,100,,
San Jose,water_heater,tank,tank water heater installation,10,0,,,,
San Jose,water_heater,tank,tank water heater installer,0,0,,,,
San Jose,water_heater,tank,storage tank water heater replacement,0,0,,,,
San Jose,water_heater,tank,standard water heater replacement,0,0,,,,
San Jose,water_heater,tank,conventional water heater replacement,0,0,,,,
San Jose,water_heater,tankless,tankless water heater replacement,10,0,MEDIUM,45,,
San Jose,water_heater,tankless,tankless water heater replacement near me,10,0,LOW,0,,
San Jose,water_heater,tankless,tankless water heater installation,170,28.55,MEDIUM,40,6.46,30
San Jose,water_heater,tankless,tankless water heater installation near me,20,24.87,LOW,21,,
San Jose,water_heater,tankless,tankless water heater installer,170,28.55,MEDIUM,40,6.46,30
San Jose,water_heater,tankless,tankless water heater installer near me,20,24.87,LOW,21,,
San Jose,water_heater,tankless,tankless water heater installation cost,110,14.12,MEDIUM,43,3.56,24.95
San Jose,water_heater,tankless,cost to install tankless water heater,110,14.12,MEDIUM,43,3.56,24.95
San Jose,water_heater,tankless,cost to replace tankless water heater,110,14.12,MEDIUM,43,3.56,24.95
San Jose,water_heater,gas,gas water heater replacement,20,7.89,LOW,24,4.46,36.25
San Jose,water_heater,gas,gas water heater replacement near me,10,0,LOW,0,,
San Jose,water_heater,gas,gas water heater installation,20,0,LOW,19,,
San Jose,water_heater,gas,gas water heater installer,20,0,LOW,19,,
San Jose,water_heater,gas,gas water heater installation cost,10,9.39,MEDIUM,54,3.19,16.52
San Jose,water_heater,gas,cost to replace gas water heater,10,6.95,MEDIUM,52,,
San Jose,water_heater,electric,electric water heater replacement,10,0,LOW,0,,
San Jose,water_heater,electric,electric water heater replacement near me,0,0,,,,
San Jose,water_heater,electric,electric water heater installation,20,0,MEDIUM,34,,
San Jose,water_heater,electric,electric water heater installer,20,0,MEDIUM,34,,
San Jose,water_heater,electric,electric water heater installation cost,10,4.91,MEDIUM,49,1.81,10.16
San Jose,water_heater,electric,cost to replace electric water heater,10,0,HIGH,93,,
San Jose,water_heater,heat_pump,heat pump water heater replacement,10,0,,,,
San Jose,water_heater,heat_pump,heat pump water heater installation,90,0,LOW,11,,
San Jose,water_heater,heat_pump,heat pump water heater installer,90,0,LOW,11,,
San Jose,water_heater,heat_pump,heat pump water heater installation near me,10,0,,,,
San Jose,water_heater,heat_pump,heat pump water heater installation cost,40,0,LOW,27,1.18,15.6
San Jose,water_heater,heat_pump,hybrid water heater replacement,0,0,,,,
San Jose,water_heater,heat_pump,hybrid water heater installation,10,0,HIGH,86,,
San Jose,water_heater,heat_pump,hybrid water heater installer,10,0,HIGH,86,,
San Jose,water_heater,conversion,tank to tankless water heater conversion,10,0,HIGH,71,,
San Jose,water_heater,conversion,convert tank water heater to tankless,10,0,HIGH,71,,
San Jose,water_heater,conversion,gas to electric water heater conversion,10,0,,,,
San Jose,water_heater,conversion,electric to gas water heater conversion,10,0,,,,
San Jose,water_heater,problem,replace leaking water heater,0,0,,,,
San Jose,water_heater,problem,leaking water heater replacement,0,0,,,,
San Jose,water_heater,problem,replace broken water heater,0,0,,,,
San Jose,water_heater,problem,broken water heater replacement,10,0,,,,
San Jose,water_heater,problem,no hot water water heater replacement,0,0,,,,
San Jose,painting_interior,core,interior painters,70,11.98,LOW,30,6.44,34.07
San Jose,painting_interior,core,interior painter,70,11.98,LOW,30,6.44,34.07
San Jose,painting_interior,core,interior painters near me,90,0,HIGH,82,,
San Jose,painting_interior,core,interior house painters,70,11.98,LOW,30,6.44,34.07
San Jose,painting_interior,core,interior house painter,10,0,,,,
San Jose,painting_interior,core,interior home painters,10,0,,,,
San Jose,painting_interior,core,interior wall painters,0,0,,,,
San Jose,painting_interior,core,inside house painters,0,0,,,,
San Jose,painting_interior,core,indoor house painters,10,0,,,,
San Jose,painting_interior,service,interior painting,70,11.98,LOW,30,6.44,34.07
San Jose,painting_interior,service,interior house painting,10,0,,,,
San Jose,painting_interior,service,interior home painting,10,0,,,,
San Jose,painting_interior,service,interior wall painting,10,0,LOW,12,,
San Jose,painting_interior,service,interior painting services,20,0,LOW,0,,
San Jose,painting_interior,service,interior house painting services,10,0,LOW,0,,
San Jose,painting_interior,service,interior wall painting services,0,0,,,,
San Jose,painting_interior,service,residential interior painting,10,0,,,,
San Jose,painting_interior,service,residential interior painting services,10,0,LOW,0,,
San Jose,painting_interior,provider,interior painting company,10,0,LOW,0,,
San Jose,painting_interior,provider,interior painting companies,10,0,LOW,0,,
San Jose,painting_interior,provider,interior painting company near me,0,0,,,,
San Jose,painting_interior,provider,interior painting contractor,40,0,LOW,3,,
San Jose,painting_interior,provider,interior painting contractors,40,0,LOW,3,,
San Jose,painting_interior,provider,interior painting contractors near me,20,16.04,HIGH,67,7.17,26.14
San Jose,painting_interior,provider,interior wall painting contractors,10,0,,,,
San Jose,painting_interior,provider,local interior painters,10,0,,,,
San Jose,painting_interior,provider,professional interior painters,10,0,,,,
San Jose,painting_interior,provider,professional interior painting,10,0,,,,
San Jose,painting_interior,cost,interior painting cost,20,0,LOW,29,,
San Jose,painting_interior,cost,interior house painting cost,10,0,LOW,2,,
San Jose,painting_interior,cost,cost to paint house interior,10,0,LOW,2,,
San Jose,painting_interior,cost,cost to paint interior walls,10,0,,,,
San Jose,painting_interior,cost,interior painting estimate,10,0,MEDIUM,38,,
San Jose,painting_interior,cost,interior painting quote,10,0,,,,
San Jose,painting_interior,cost,interior house painting estimate,10,0,,,,
San Jose,painting_interior,cost,interior house painting quote,0,0,,,,
San Jose,painting_interior,cost,interior painter cost,20,0,LOW,29,,
San Jose,painting_interior,cost,interior painting prices,20,0,LOW,29,,
San Jose,painting_interior,rooms,whole house interior painting,0,0,,,,
San Jose,painting_interior,rooms,home interior wall painting,0,0,,,,
San Jose,painting_interior,rooms,room painting services,10,0,HIGH,100,,
San Jose,painting_interior,rooms,living room painters,0,0,,,,
San Jose,painting_interior,rooms,bedroom painters,0,0,,,,
San Jose,painting_interior,rooms,kitchen painters,10,21.5,HIGH,100,,
San Jose,painting_interior,rooms,bathroom painters,10,0,,,,
San Jose,painting_interior,rooms,ceiling painters,10,0,LOW,0,,
San Jose,painting_interior,rooms,ceiling painting services,10,0,LOW,0,,
San Jose,painting_interior,rooms,trim painting services,0,0,,,,
San Jose,painting_interior,rooms,baseboard painting services,0,0,,,,
San Jose,painting_interior,rooms,cabinet painting services,10,0,,,,
San Jose,painting_exterior,core,exterior painters,50,6.36,MEDIUM,45,,
San Jose,painting_exterior,core,exterior painter,50,6.36,MEDIUM,45,,
San Jose,painting_exterior,core,exterior painters near me,110,0,HIGH,89,,
San Jose,painting_exterior,core,exterior house painters,40,0,LOW,25,,
San Jose,painting_exterior,core,exterior house painter,40,0,LOW,25,,
San Jose,painting_exterior,core,exterior home painters,0,0,,,,
San Jose,painting_exterior,core,outside house painters,40,0,LOW,25,,
San Jose,painting_exterior,service,exterior painting,50,6.36,MEDIUM,45,,
San Jose,painting_exterior,service,exterior house painting,40,0,LOW,25,,
San Jose,painting_exterior,service,exterior home painting,0,0,,,,
San Jose,painting_exterior,service,exterior wall painting,10,0,LOW,16,,
San Jose,painting_exterior,service,exterior painting services,10,0,MEDIUM,40,,
San Jose,painting_exterior,service,exterior house painting services,10,0,LOW,11,,
San Jose,painting_exterior,service,residential exterior painting,10,0,,,,
San Jose,painting_exterior,service,residential exterior painting services,0,0,,,,
San Jose,painting_exterior,provider,exterior painting company,10,0,LOW,0,,
San Jose,painting_exterior,provider,exterior painting companies,10,0,LOW,0,,
San Jose,painting_exterior,provider,exterior painting company near me,110,11.38,MEDIUM,52,12.97,25.85
San Jose,painting_exterior,provider,exterior painting contractor,90,0,LOW,14,,
San Jose,painting_exterior,provider,exterior painting contractors,90,0,LOW,14,,
San Jose,painting_exterior,provider,exterior painting contractors near me,110,11.38,MEDIUM,52,12.97,25.85
San Jose,painting_exterior,provider,local exterior painters,0,0,,,,
San Jose,painting_exterior,provider,professional exterior painters,0,0,,,,
San Jose,painting_exterior,provider,professional exterior painting,0,0,,,,
San Jose,painting_exterior,cost,exterior painting cost,10,1.04,MEDIUM,50,,
San Jose,painting_exterior,cost,exterior house painting cost,10,3.33,LOW,14,,
San Jose,painting_exterior,cost,cost to paint house exterior,10,3.33,LOW,14,,
San Jose,painting_exterior,cost,cost to paint exterior walls,10,0,,,,
San Jose,painting_exterior,cost,exterior painting estimate,10,12.83,HIGH,95,,
San Jose,painting_exterior,cost,exterior painting quote,10,0,LOW,29,,
San Jose,painting_exterior,cost,exterior house painting estimate,10,0,,,,
San Jose,painting_exterior,cost,exterior house painting quote,10,0,LOW,29,,
San Jose,painting_exterior,cost,exterior painter cost,10,1.04,MEDIUM,50,,
San Jose,painting_exterior,cost,exterior painting prices,10,1.04,MEDIUM,50,,
San Jose,painting_exterior,surface,stucco painting,30,0.3,HIGH,78,,
San Jose,painting_exterior,surface,stucco painters,30,0.3,HIGH,78,,
San Jose,painting_exterior,surface,stucco painting services,10,0,,,,
San Jose,painting_exterior,surface,brick house painting,10,0,LOW,0,,
San Jose,painting_exterior,surface,siding painting,10,0,LOW,14,,
San Jose,painting_exterior,surface,siding painters,0,0,,,,
San Jose,painting_exterior,surface,wood siding painting,10,0,,,,
San Jose,painting_exterior,surface,house trim painting,10,0,HIGH,71,,
San Jose,painting_exterior,surface,front door painting service,10,0,,,,
San Jose,painting_exterior,surface,garage door painting service,10,0,LOW,0,,
San Jose,painting_general,core,house painters,50,24.38,LOW,15,,
San Jose,painting_general,core,house painter,50,24.38,LOW,15,,
San Jose,painting_general,core,house painters near me,260,7.86,MEDIUM,54,10.11,30.45
San Jose,painting_general,core,home painters,10,0,HIGH,86,,
San Jose,painting_general,core,residential painters,10,0,LOW,0,,
San Jose,painting_general,core,residential painters near me,20,0,MEDIUM,36,,
San Jose,painting_general,service,house painting,50,6.94,MEDIUM,60,1.21,11.02
San Jose,painting_general,service,house painting services,50,0,MEDIUM,38,,
San Jose,painting_general,service,home painting services,50,0,MEDIUM,38,,
San Jose,painting_general,service,residential painting,10,0,LOW,0,,
San Jose,painting_general,service,residential painting services,10,0,LOW,0,,
San Jose,painting_general,provider,painting company,110,3.42,MEDIUM,52,1.42,21.71
San Jose,painting_general,provider,painting companies,110,3.42,MEDIUM,52,1.42,21.71
San Jose,painting_general,provider,painting company near me,210,26.61,MEDIUM,55,7.15,27.49
San Jose,painting_general,provider,painting contractor,90,23.34,LOW,23,6.95,25.57
San Jose,painting_general,provider,painting contractors,90,23.34,LOW,23,6.95,25.57
San Jose,painting_general,provider,painting contractors near me,70,0.91,LOW,15,,
San Jose,painting_general,provider,local painting company,10,0,HIGH,100,,
San Jose,painting_general,provider,local house painters,30,0,HIGH,100,,
San Jose,painting_general,provider,professional house painters,20,0,LOW,14,,
San Jose,painting_general,cost,house painting cost,20,0,LOW,32,2.46,7.87
San Jose,painting_general,cost,cost to paint a house,20,0,LOW,32,2.46,7.87
San Jose,painting_general,cost,house painting estimate,10,0,,,,
San Jose,painting_general,cost,house painting quote,10,38.17,HIGH,86,,
San Jose,painting_general,cost,painting estimate,10,0,MEDIUM,43,,
San Jose,painting_general,cost,painting quote,10,0.02,HIGH,82,,
San Jose,painting_general,cost,free painting estimate,10,0,,,,
San Jose,wallpaper,core,wallpaper installer,30,11.52,HIGH,79,5.86,25.93
San Jose,wallpaper,core,wallpaper installers,30,11.52,HIGH,79,5.86,25.93
San Jose,wallpaper,core,wallpaper installer near me,20,0,HIGH,100,,
San Jose,wallpaper,core,wallpaper installation,30,11.52,HIGH,79,5.86,25.93
San Jose,wallpaper,core,wallpaper installation near me,20,0,HIGH,100,,
San Jose,wallpaper,core,wallpaper installation service,10,0,,,,
San Jose,wallpaper,core,wallpaper installation services,10,0,,,,
San Jose,wallpaper,core,wallpaper hanging,10,0,,,,
San Jose,wallpaper,core,wallpaper hanging near me,10,0,,,,
San Jose,wallpaper,core,wallpaper hanging service,10,0,,,,
San Jose,wallpaper,core,wallpaper hanging services,10,0,,,,
San Jose,wallpaper,core,wallpaper hanger,10,0,,,,
San Jose,wallpaper,core,wallpaper hangers,10,0,,,,
San Jose,wallpaper,core,wallpaper hanger near me,10,0,,,,
San Jose,wallpaper,provider,wallpaper installation company,10,0,LOW,0,,
San Jose,wallpaper,provider,wallpaper installation contractor,0,0,,,,
San Jose,wallpaper,provider,wallpaper installation contractors,0,0,,,,
San Jose,wallpaper,provider,professional wallpaper installer,10,0,LOW,0,,
San Jose,wallpaper,provider,professional wallpaper installer near me,10,0,,,,
San Jose,wallpaper,provider,professional wallpaper installation,10,0,LOW,0,,
San Jose,wallpaper,provider,professional wallpaper hanging,10,0,,,,
San Jose,wallpaper,provider,local wallpaper installer,0,0,,,,
San Jose,wallpaper,provider,hire wallpaper installer,10,0,,,,
San Jose,wallpaper,cost,wallpaper installer cost,10,0,MEDIUM,66,,
San Jose,wallpaper,cost,wallpaper installation cost,10,0,MEDIUM,66,,
San Jose,wallpaper,cost,cost to install wallpaper,10,0,MEDIUM,66,,
San Jose,wallpaper,cost,wallpaper hanging cost,0,0,,,,
San Jose,wallpaper,cost,cost to hang wallpaper,0,0,,,,
San Jose,wallpaper,cost,wallpaper installation estimate,0,0,,,,
San Jose,wallpaper,cost,wallpaper installation quote,0,0,,,,
San Jose,wallpaper,cost,wallpaper installer prices,0,0,,,,
San Jose,wallpaper,cost,professional wallpaper installer cost,0,0,,,,
San Jose,wallpaper,type,peel and stick wallpaper installer,10,0,,,,
San Jose,wallpaper,type,peel and stick wallpaper installation,10,0,,,,
San Jose,wallpaper,type,mural wallpaper installer,0,0,,,,
San Jose,wallpaper,type,wall mural installation,10,0,,,,
San Jose,wallpaper,type,grasscloth wallpaper installer,0,0,,,,
San Jose,wallpaper,type,grasscloth wallpaper installation,0,0,,,,
San Jose,wallpaper,type,textured wallpaper installation,0,0,,,,
San Jose,wallpaper,type,vinyl wallpaper installation,10,0,,,,
San Jose,wallpaper,type,custom wallpaper installation,0,0,,,,
San Jose,wallpaper,type,residential wallpaper installation,0,0,,,,
San Jose,floristry,occasion,birthday flowers,320,1.27,HIGH,100,1.32,5.46
San Jose,floristry,delivery,flower delivery,1000,8.92,HIGH,100,3.32,8.42
San Jose,floristry,core,flowers,6600,4.64,HIGH,99,2.88,7.73
San Jose,floristry,custom,personalized bouquets from local florists,0,0,,,,
San Jose,floristry,roses,rose bouquets,170,0.69,HIGH,97,0.73,2.38
San Jose,floristry,delivery,same day flower delivery,320,13.4,HIGH,77,4.24,11.5
San Jose,floristry,occasion,sympathy flowers,90,4.79,HIGH,100,2.02,5.13
San Jose,floristry,wedding,wedding flowers,140,0.97,HIGH,97,1.21,3.45
San Jose,floristry,occasion,anniversary flowers,30,5.01,HIGH,100,2.02,5.7
San Jose,floristry,occasion,apology flowers,20,0,LOW,3,,
San Jose,floristry,wedding,bridal bouquets,90,0.77,HIGH,100,0.7,2.39
San Jose,floristry,occasion,congratulations flowers,20,2.09,HIGH,100,,
San Jose,floristry,corporate,corporate flowers,10,0,,,,
San Jose,floristry,custom,custom bouquets,20,3.64,HIGH,100,,
San Jose,floristry,event,event flower arrangements,10,0,LOW,14,,
San Jose,floristry,wedding,flowers for newlyweds,10,0,,,,
San Jose,floristry,occasion,get well flowers,10,7.01,HIGH,100,3.02,7.59
San Jose,floristry,occasion,housewarming flowers,10,0,HIGH,83,,
San Jose,floristry,occasion,just because flowers,10,2.1,HIGH,100,,
San Jose,floristry,luxury,luxury bouquets,10,0,,,,
San Jose,floristry,occasion,new baby flowers,10,1.85,HIGH,100,,
San Jose,floristry,occasion,romantic flowers,20,0.03,MEDIUM,62,,
San Jose,floristry,occasion,thank you flowers,30,3.75,HIGH,100,2.49,5.23
San Jose,floristry,wedding,bridal bouquet,90,0.77,HIGH,100,0.7,2.39
San Jose,floristry,event,event flowers,10,0,,,,
San Jose,floristry,event,floral centerpieces,50,7.45,HIGH,91,,
San Jose,floristry,core,florist,1900,4.01,LOW,30,1.6,6.27
San Jose,floristry,event,flower centerpieces,10,0.8,HIGH,100,0.68,1.63
San Jose,floristry,core,flower shop,1000,1.4,MEDIUM,40,0.84,3.37
San Jose,floristry,core,local florist,10,3.37,HIGH,100,1.31,4.26
San Jose,floristry,custom,personalized bouquets,20,3.64,HIGH,100,,
San Jose,floristry,roses,rose bouquet,170,0.69,HIGH,97,0.73,2.38
San Jose,floristry,roses,roses,2900,0.91,MEDIUM,58,0.55,3.2
San Jose,floristry,delivery,send flowers,140,7.81,HIGH,100,3.22,7.78
San Jose,floristry,event,table flower arrangements,10,0,HIGH,100,,
San Jose,floristry,wedding,wedding gift flowers,10,0,,,,
San Jose,water_heater,tankless,tankless water heater cost,90,4.84,HIGH,91,0.88,12.73
San Jose,water_heater,cost,water heater cost,50,9.37,HIGH,99,0.88,6.62
San Jose,water_heater,cost,hot water heater replacement cost,10,12.65,HIGH,80,3.02,16.04
San Jose,water_heater,cost,hot water heater cost,20,6.19,HIGH,71,,
San Jose,water_heater,tankless,tankless water heater installation gas,20,20.43,HIGH,78,,
San Jose,water_heater,installation,tank water heater install,10,0,,,,
San Jose,water_heater,replacement,water heater service,20,32.57,HIGH,76,7.07,58.93
San Jose,water_heater,tankless,tankless electric water heater installation,10,0,MEDIUM,43,,
San Jose,water_heater,tankless,tankless water heater replacement cost,110,14.12,MEDIUM,43,3.56,24.95
San Jose,water_heater,tankless,tankless water heater price,10,0,MEDIUM,43,,
San Jose,water_heater,tankless,electric tankless water heater cost,10,0.38,HIGH,98,0.21,1.18
San Jose,water_heater,tankless,tankless water heater service,10,0,MEDIUM,62,,
San Jose,water_heater,tankless,replace tankless water heater,10,0,MEDIUM,45,,
San Jose,water_heater,cost,hot water heater installation cost,10,0,HIGH,86,,
San Jose,water_heater,electric,electric water heater cost,10,1.89,HIGH,96,1.12,7.2
San Jose,water_heater,electric,electric water heater replacement cost,10,0,HIGH,93,,
San Jose,water_heater,gas,gas water heater cost,10,0,LOW,14,,
San Jose,water_heater,heat_pump,heat pump water heater cost,30,7.16,HIGH,99,1.21,8.34
San Jose,water_heater,tankless,propane tankless water heater installation,10,0,,,,
San Jose,water_heater,tankless,tankless water heater installation services,10,0,,,,
San Jose,water_heater,tankless,tankless gas water heater cost,10,0,MEDIUM,62,,
San Jose,water_heater,tankless,gas tankless water heater cost,10,0,MEDIUM,62,,
San Jose,water_heater,gas,gas hot water heater cost,10,0,,,,
San Jose,water_heater,electric,electric hot water heater installation cost,10,0,,,,
San Jose,water_heater,gas,gas hot water heater installation,10,0,,,,
San Jose,water_heater,electric,electric hot water heater installation,10,0,,,,
San Jose,water_heater,tankless,natural gas tankless water heater installation,10,0,HIGH,100,,
San Jose,water_heater,tankless,gas tankless hot water heater installation,10,0,,,,
San Jose,water_heater,electric,hot water heater installation electric,10,0,,,,
San Jose,water_heater,tankless,tankless water heater company,10,0,HIGH,100,,
San Jose,water_heater,tankless,cost to install electric tankless hot water heater,0,0,,,,
San Jose,painting_interior,service,interior door painting services,10,0,,,,
San Jose,painting_interior,provider,house interior painting contractors,10,0,,,,
San Jose,painting_interior,provider,interior home painting company,10,0,,,,
San Jose,painting_interior,provider,interior house painting companies,10,0,,,,
San Jose,painting_interior,cost,interior house painting estimates,10,0,,,,
San Jose,painting_interior,service,cheap interior painters,10,0,LOW,0,,
San Jose,painting_interior,provider,interior home painting contractors,10,0,,,,
San Jose,painting_interior,cost,interior home painting estimate,10,0,LOW,0,,
San Jose,painting_interior,service,home interior painting services,10,0,,,,
San Jose,painting_interior,cost,interior painters quotes,10,0,,,,
San Jose,painting_interior,service,residential house interior painting,0,0,,,,
San Jose,painting_exterior,service,painting services,70,0,MEDIUM,52,11,23.27
San Jose,painting_exterior,service,local painting services,0,0,,,,
San Jose,painting_exterior,residential,professional house painter,20,0,LOW,14,,
San Jose,painting_exterior,provider,house painting contractors,10,0,,,,
San Jose,painting_exterior,provider,professional painting contractors,10,0,MEDIUM,57,,
San Jose,painting_exterior,provider,local painting contractors,10,0,,,,
San Jose,painting_exterior,provider,house exterior painting contractor,10,0,LOW,7,,
San Jose,painting_exterior,service,exterior painting professional,10,0,LOW,29,,
San Jose,painting_exterior,provider,professional house painting contractor,10,0,LOW,0,,
San Jose,painting_exterior,provider,professional house painting contractors,10,0,LOW,0,,
San Jose,painting_exterior,residential,professional exterior house painters,0,0,,,,
San Jose,painting_exterior,residential,professional home painters,0,0,,,,
San Jose,painting_exterior,residential,professional residential painters,10,0,,,,
San Jose,floristry,occasion,valentines flowers,720,0,MEDIUM,60,,
San Jose,floristry,arrangements,flower bouquet,480,1.12,HIGH,100,0.99,3.15
San Jose,floristry,sympathy,funeral flowers,260,3.33,HIGH,100,1.1,3.5
San Jose,floristry,sympathy,funeral flower arrangements,140,1.93,HIGH,100,0.88,3.51
San Jose,floristry,arrangements,flower bouquet near me,110,1.02,HIGH,100,0.8,2.66
San Jose,floristry,delivery,flower delivery service,50,7.88,HIGH,100,2.79,7.27
San Jose,floristry,wedding_event,boutonniere wedding,70,0.13,HIGH,100,,
San Jose,floristry,delivery,flower delivery services online,40,0,,,,
San Jose,floristry,delivery,online flower delivery,40,7.93,HIGH,95,3.59,8.64
San Jose,floristry,delivery,cheap flower delivery,40,2.52,HIGH,100,1.15,4.13
San Jose,floristry,core,same day flowers,40,13.85,HIGH,84,6.89,9.09
San Jose,floristry,delivery,deliver flowers,1000,8.92,HIGH,100,3.32,8.42
San Jose,floristry,delivery,send flowers online,40,9.08,HIGH,99,3.27,7.59
San Jose,floristry,sympathy,funeral flowers delivery,30,7.78,HIGH,100,1.72,7.86
San Jose,floristry,wedding_event,corsage flower,30,0,HIGH,100,,
San Jose,floristry,occasion,mother's day flower delivery,30,0,,,,
San Jose,floristry,delivery,best flower delivery,30,6.92,HIGH,98,2.12,8.8
San Jose,floristry,delivery,flower bouquet delivery,30,3.78,HIGH,100,1.41,4.4
San Jose,floristry,wedding_event,wedding flower bouquets,30,0,HIGH,82,,
San Jose,floristry,delivery,flower delivery today,10,9.48,HIGH,100,5.89,8.78
San Jose,floristry,delivery,local flower delivery,10,14.22,HIGH,100,,
San Jose,floristry,delivery,fresh flower delivery,20,3.87,HIGH,97,1.31,3.62
San Jose,floristry,sympathy,sympathy flowers delivery,30,6.24,HIGH,100,3.7,9.38
San Jose,floristry,delivery,best online flower delivery,10,4.65,HIGH,99,2.55,9.27
San Jose,floristry,occasion,valentines flower bouquet,20,0,,,,
San Jose,floristry,occasion,mother's day flowers delivery,30,0,,,,
San Jose,floristry,arrangements,fresh flower bouquet,20,0,MEDIUM,40,,
San Jose,floristry,wedding_event,rose bridal bouquet,20,0.11,HIGH,100,,
San Jose,floristry,delivery,flower delivery same day,320,13.4,HIGH,77,4.24,11.5
San Jose,floristry,delivery,best flower delivery services,10,16.06,HIGH,100,2.35,11.67
San Jose,floristry,arrangements,custom flower bouquet,20,3.64,HIGH,100,,
San Jose,floristry,sympathy,sympathy flower arrangements,10,5.89,HIGH,100,,
San Jose,floristry,core,florist flowers,10,0.18,HIGH,94,,
San Jose,floristry,wedding_event,bridal bouquet fresh flowers,10,0,HIGH,100,,
San Jose,floristry,wedding_event,wedding flowers delivery,10,0,HIGH,96,,
San Jose,floristry,delivery,same day flower delivery service,10,0,,,,
San Jose,floristry,delivery,same day flower delivery services,10,0,,,,
San Jose,floristry,delivery,cheap same day flower delivery,10,0,HIGH,100,,
San Jose,floristry,wedding_event,bridal bouquet flowers,10,0,LOW,19,,
San Jose,floristry,wedding_event,wedding bridal bouquet,10,1.73,HIGH,100,,
San Jose,floristry,delivery,best same day flower delivery,10,0,HIGH,100,,
San Jose,floristry,sympathy,sympathy flowers same day delivery,10,0,LOW,0,,
San Jose,floristry,sympathy,funeral flowers same day delivery,10,0,,,,
San Jose,floristry,delivery,flower bouquet delivery same day,10,0,,,,
San Jose,floristry,delivery,same day delivery flower bouquet,10,0,,,,
San Jose,floristry,delivery,local flower delivery same day,10,0,,,,
San Jose,floristry,delivery,florist flower delivery,10,0,,,,
San Jose,floristry,delivery,online flower bouquet delivery,10,0,,,,
San Jose,floristry,delivery,send flowers online same day,10,0,,,,
San Jose,floristry,delivery,flower bouquet same day delivery,10,0,,,,
Huntington Beach,water_heater,replacement,water heater replacement,40,8.18,HIGH,100,11.51,57.79
Huntington Beach,water_heater,replacement,water heater replacement near me,10,0,LOW,0,,
Huntington Beach,water_heater,replacement,replace water heater,40,8.18,HIGH,100,11.51,57.79
Huntington Beach,water_heater,replacement,replace water heater near me,10,0,LOW,0,,
Huntington Beach,water_heater,replacement,water heater replacement service,10,0,,,,
Huntington Beach,water_heater,replacement,water heater replacement services,10,0,,,,
Huntington Beach,water_heater,replacement,water heater replacement company,0,0,,,,
Huntington Beach,water_heater,replacement,water heater replacement contractor,10,0,,,,
Huntington Beach,water_heater,replacement,water heater replacement contractors,10,0,,,,
Huntington Beach,water_heater,replacement,water heater replacement installer,0,0,,,,
Huntington Beach,water_heater,replacement,water heater replacement installers,0,0,,,,
Huntington Beach,water_heater,replacement,local water heater replacement,0,0,,,,
Huntington Beach,water_heater,replacement,professional water heater replacement,0,0,,,,
Huntington Beach,water_heater,replacement,residential water heater replacement,0,0,,,,
Huntington Beach,water_heater,replacement,home water heater replacement,0,0,,,,
Huntington Beach,water_heater,replacement,hot water heater replacement,10,47.05,HIGH,90,,
Huntington Beach,water_heater,replacement,hot water heater replacement near me,10,0,,,,
Huntington Beach,water_heater,replacement,water heater change out,0,0,,,,
Huntington Beach,water_heater,replacement,water heater changeout,0,0,,,,
Huntington Beach,water_heater,replacement,water heater swap,0,0,,,,
Huntington Beach,water_heater,installation,water heater installation,10,0,LOW,18,,
Huntington Beach,water_heater,installation,water heater installation near me,10,0,LOW,7,,
Huntington Beach,water_heater,installation,water heater installation service,10,0,,,,
Huntington Beach,water_heater,installation,water heater installation services,10,0,,,,
Huntington Beach,water_heater,installation,water heater installation company,0,0,,,,
Huntington Beach,water_heater,installation,water heater installation contractor,10,0,,,,
